"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.776795881E2,7.398371696E-1,2.803578377E-1,-4.731297493E-1
1.776845476E2,8.038485050E-1,2.537169456E-1,-4.700832367E-1
1.776895082E2,8.126153946E-1,2.509670258E-1,-4.743661880E-1
1.776944669E2,8.305609226E-1,2.552771568E-1,-4.739995003E-1
1.776994484E2,8.864047527E-1,2.499070168E-1,-4.810833931E-1
1.777043893E2,8.865661621E-1,2.539906502E-1,-4.857010841E-1
1.777093695E2,8.987090588E-1,2.651095390E-1,-4.952788353E-1
1.777143046E2,9.481189251E-1,2.807302475E-1,-5.237898827E-1
1.777192912E2,9.473297596E-1,2.580890656E-1,-5.120182037E-1
1.777242240E2,9.625751972E-1,2.734627724E-1,-5.146179199E-1
1.777292071E2,9.967420101E-1,2.625427246E-1,-5.269036293E-1
1.777341651E2,1.032559633E0,2.776460648E-1,-5.320744514E-1
1.777391250E2,1.025160313E0,2.782244682E-1,-5.492701530E-1
1.777440855E2,1.062720299E0,2.573342323E-1,-5.545768738E-1
1.777490447E2,1.102117777E0,2.625842094E-1,-5.505094528E-1
1.777540033E2,1.117165327E0,2.652301788E-1,-5.561470985E-1
1.777589631E2,1.131958246E0,2.558560371E-1,-5.405554771E-1
1.777639223E2,1.148740530E0,2.036848068E-1,-5.181026459E-1
1.777688820E2,1.181805611E0,2.135663033E-1,-5.292077065E-1
1.777738419E2,1.221420527E0,1.994338036E-1,-5.213842392E-1
1.777788194E2,1.241578817E0,1.829299927E-1,-5.232844353E-1
1.777837393E2,1.246715307E0,2.090883255E-1,-5.085649490E-1
1.777887253E2,1.254300594E0,1.803793907E-1,-5.226678848E-1
1.777936861E2,1.282640219E0,1.920895576E-1,-5.414118767E-1
1.777986468E2,1.303301334E0,1.893625259E-1,-5.600318909E-1
1.778035781E2,1.316161394E0,2.126517296E-1,-5.998234749E-1
1.778085369E2,1.342962742E0,2.071380615E-1,-5.871653557E-1
1.778134953E2,1.376384020E0,2.157516479E-1,-5.984668732E-1
1.778184562E2,1.380754709E0,1.815204620E-1,-5.764155388E-1
1.778234160E2,1.398972511E0,1.759281158E-1,-5.545830727E-1
1.778283732E2,1.423751116E0,1.751184464E-1,-5.850415230E-1
1.778333356E2,1.428966284E0,1.504588127E-1,-5.677676201E-1
1.778382943E2,1.412240505E0,1.235384941E-1,-5.457754135E-1
1.778432534E2,1.449790239E0,1.442441940E-1,-5.167484283E-1
1.778482135E2,1.455698967E0,1.290640831E-1,-5.496134758E-1
1.778531722E2,1.482430458E0,1.163420677E-1,-5.298147202E-1
1.778581318E2,1.475237846E0,8.229494095E-2,-5.361714363E-1
1.778630925E2,1.498527765E0,1.030826569E-1,-5.067362785E-1
1.778680507E2,1.511649370E0,9.038591385E-2,-4.987816811E-1
1.778730104E2,1.514745712E0,6.828260422E-2,-5.049762726E-1
1.778779715E2,1.522128582E0,7.954835892E-2,-5.418457985E-1
1.778829302E2,1.543144941E0,7.406330109E-2,-5.402007103E-1
1.778878892E2,1.542104244E0,4.723119736E-2,-5.288529396E-1
1.778928491E2,1.538012028E0,5.854082108E-2,-5.458130836E-1
1.778978081E2,1.533338547E0,6.019878387E-2,-5.315194130E-1
1.779027675E2,1.540007591E0,4.049634933E-2,-5.075383186E-1
1.779077271E2,1.564831972E0,4.460668564E-2,-5.261731148E-1
1.779126865E2,1.555627108E0,5.106925964E-2,-5.300855637E-1
1.779176469E2,1.576607227E0,2.182054520E-2,-5.407247543E-1
1.779226060E2,1.561138868E0,4.502773285E-2,-5.556821823E-1
1.779275663E2,1.561727524E0,3.245639801E-2,-5.416154861E-1
1.779325266E2,1.552141428E0,1.752901077E-2,-5.321307182E-1
1.779374851E2,1.570527315E0,-6.775379181E-3,-5.081505775E-1
1.779424447E2,1.561858416E0,-9.564876556E-3,-5.148458481E-1
1.779474034E2,1.559675217E0,6.671905518E-3,-5.139479637E-1
1.779523636E2,1.563833952E0,-2.004051208E-2,-5.150556564E-1
1.779573226E2,1.567174435E0,-4.183864594E-2,-5.252590179E-1
1.779623057E2,1.557950258E0,-3.975057602E-2,-5.065393448E-1
1.779672428E2,1.569256783E0,-2.818584442E-2,-5.183124542E-1
1.779722008E2,1.532389402E0,-2.620029449E-2,-5.272474289E-1
1.779771609E2,1.552095413E0,-4.090213776E-2,-5.215024948E-1
1.779821205E2,1.559029579E0,-3.894472122E-2,-5.225806236E-1
1.779870798E2,1.560443163E0,-7.031822205E-2,-5.209364891E-1
1.779920398E2,1.544435024E0,-5.162382126E-2,-4.832859039E-1
1.779969989E2,1.546880484E0,-3.783655167E-2,-5.025377274E-1
1.780019597E2,1.508255005E0,-5.510807037E-2,-5.118136406E-1
1.780069186E2,1.516699791E0,-7.705020905E-2,-5.277757645E-1
1.780119023E2,1.500663042E0,-4.422569275E-2,-5.147495270E-1
1.780168372E2,1.512465477E0,-6.866073608E-2,-5.061316490E-1
1.780217964E2,1.506992340E0,-7.394552231E-2,-4.806933403E-1
1.780267575E2,1.488963842E0,-7.212162018E-2,-4.812254906E-1
1.780317161E2,1.475161552E0,-6.803894043E-2,-4.814748764E-1
1.780366765E2,1.460861921E0,-6.399059296E-2,-4.790019989E-1
1.780416359E2,1.457958460E0,-8.848428726E-2,-4.881052971E-1
1.780465948E2,1.433042049E0,-8.906888962E-2,-4.659337997E-1
1.780515540E2,1.436190367E0,-8.728170395E-2,-4.910874367E-1
1.780565138E2,1.407817602E0,-6.892061234E-2,-4.587378502E-1
1.780614735E2,1.388546228E0,-6.496810913E-2,-4.666872025E-1
1.780664328E2,1.364017010E0,-5.871295929E-2,-4.813714027E-1
1.780713923E2,1.374652863E0,-2.873706818E-2,-4.955539703E-1
1.780763519E2,1.337123394E0,1.015186310E-3,-5.069074631E-1
1.780813306E2,1.327739716E0,-2.887392044E-2,-4.632601738E-1
1.780862723E2,1.320274353E0,-5.847454071E-2,-4.529023170E-1
1.780912318E2,1.309899330E0,-6.408929825E-2,-4.470820427E-1
1.780961901E2,1.280101299E0,-5.060100555E-2,-4.362430573E-1
1.781011496E2,1.287979841E0,-5.380916595E-2,-4.370570183E-1
1.781061100E2,1.271450520E0,-7.362174988E-2,-4.257173538E-1
1.781110913E2,1.204605579E0,-8.135509491E-2,-3.998999596E-1
1.781160512E2,1.223244429E0,-7.239675522E-2,-3.740396500E-1
1.781210104E2,1.203261852E0,-6.340312958E-2,-3.765568733E-1
1.781259713E2,1.178210258E0,-7.812166214E-2,-3.549919128E-1
1.781309290E2,1.150537729E0,-7.369565964E-2,-3.642482758E-1
1.781358875E2,1.151118517E0,-8.585786819E-2,-3.517961502E-1
1.781408486E2,1.139216185E0,-6.221675873E-2,-3.604631424E-1
1.781458075E2,1.091321945E0,-3.390359879E-2,-3.711166382E-1
1.781507673E2,1.067001343E0,-3.656673431E-2,-3.599591255E-1
1.781557276E2,1.035275221E0,-3.906393051E-2,-3.675565720E-1
1.781606871E2,1.022222519E0,-3.429985046E-2,-3.486266136E-1
1.781656463E2,9.897592068E-1,-8.067607880E-3,-3.437652588E-1
1.781706052E2,9.832150936E-1,-1.747989655E-2,-3.243474960E-1
1.781755648E2,9.452121258E-1,-1.006937027E-2,-3.094739914E-1
1.781805315E2,9.235911369E-1,-3.578281403E-2,-3.299703598E-1
1.781854849E2,9.205794334E-1,-1.695156097E-3,-3.285040855E-1
1.781904485E2,8.576316833E-1,3.751754761E-3,-3.148460388E-1
1.781954028E2,8.397963047E-1,1.410102844E-2,-2.914485931E-1
1.782003641E2,8.285927773E-1,5.565166473E-3,-2.915906906E-1
1.782052999E2,8.027982712E-1,1.150655746E-2,-2.867164612E-1
1.782102595E2,7.623052597E-1,3.427171707E-2,-2.814273834E-1
1.782152190E2,7.500796318E-1,6.174802780E-2,-2.925052643E-1
1.782201800E2,7.136461735E-1,5.593299866E-2,-2.723112106E-1
1.782251388E2,6.912269592E-1,5.752420425E-2,-2.638010979E-1
1.782300974E2,6.352126598E-1,8.300018311E-2,-3.025727272E-1
1.782350573E2,6.242806911E-1,6.569194794E-2,-2.671723366E-1
1.782400174E2,6.082017422E-1,8.908033371E-2,-2.626585960E-1
1.782449763E2,5.917515755E-1,1.029243469E-1,-2.532091141E-1
1.782499365E2,5.155274868E-1,9.306526184E-2,-2.435913086E-1
1.782548954E2,5.083019733E-1,1.238107681E-1,-2.409553528E-1
1.782598550E2,4.983234406E-1,1.069865227E-1,-2.286419868E-1
1.782648142E2,4.499678612E-1,9.988594055E-2,-2.186760902E-1
1.782697741E2,4.133856297E-1,1.405105591E-1,-2.299342155E-1
1.782747335E2,4.169919491E-1,1.405339241E-1,-2.314724922E-1
1.782797176E2,3.748869896E-1,1.122202873E-1,-2.114205360E-1
1.782846524E2,3.401639462E-1,1.174106598E-1,-2.129912376E-1
1.782896135E2,3.052051067E-1,1.369419098E-1,-1.858897209E-1
1.782945717E2,2.678983212E-1,1.279439926E-1,-1.826958656E-1
1.782995313E2,2.446763515E-1,1.571211815E-1,-1.627936363E-1
1.783044785E2,2.261261940E-1,1.813282967E-1,-1.502256393E-1
1.783094744E2,1.976275444E-1,1.319003105E-1,-1.660504341E-1
1.783144101E2,1.527740955E-1,1.612405777E-1,-1.439194679E-1
1.783193964E2,1.432619095E-1,1.857500076E-1,-1.312665939E-1
1.783243569E2,8.848667145E-2,2.101464272E-1,-1.590857506E-1
1.783292883E2,5.538201332E-2,2.391300201E-1,-1.725053787E-1
1.783342478E2,4.816722870E-2,2.536978722E-1,-1.643910408E-1
1.783392061E2,-1.160335541E-2,2.611374855E-1,-1.420445442E-1
1.783441659E2,-4.504227638E-2,2.591052055E-1,-1.436305046E-1
1.783491265E2,-4.043102264E-2,2.667083740E-1,-1.214561462E-1
1.783540849E2,-6.931281090E-2,2.909231186E-1,-1.113939285E-1
1.783590687E2,-9.359943867E-2,2.913575172E-1,-9.657812119E-2
1.783640332E2,-1.224765778E-1,2.823300362E-1,-7.014131546E-2
1.783689652E2,-1.582349539E-1,2.877297401E-1,-6.061649323E-2
1.783739524E2,-2.084498405E-1,2.813854218E-1,-5.817079544E-2
1.783788840E2,-2.225383520E-1,2.893543243E-1,-4.405879974E-2
1.783838444E2,-2.511316538E-1,3.045897484E-1,-2.044773102E-2
1.783888030E2,-2.891411781E-1,3.174276352E-1,-2.556228638E-2
1.783937870E2,-3.318589926E-1,3.041582108E-1,-1.401424408E-2
1.783987498E2,-3.431974649E-1,3.029203415E-1,1.626586914E-2
1.784036815E2,-3.424223661E-1,3.279471397E-1,1.297855377E-2
1.784086690E2,-3.871134520E-1,3.315987587E-1,2.643299103E-2
1.784136006E2,-4.096513987E-1,3.494868279E-1,2.053976059E-2
1.784185606E2,-4.583475590E-1,3.602628708E-1,3.134679794E-2
1.784235195E2,-4.851164818E-1,3.473453522E-1,5.386304855E-2
1.784284790E2,-5.259900093E-1,3.583879471E-1,6.190347672E-2
1.784334389E2,-5.475122929E-1,3.552274704E-1,5.796337128E-2
1.784383980E2,-5.569338799E-1,3.641109467E-1,7.301378250E-2
1.784433578E2,-6.160715818E-1,3.587980270E-1,1.139945984E-1
1.784483187E2,-6.295850277E-1,3.939852715E-1,1.142005920E-1
1.784532777E2,-6.428186893E-1,3.695802689E-1,1.498832703E-1
1.784582354E2,-6.557147503E-1,3.906359673E-1,1.495976448E-1
1.784632200E2,-6.922634840E-1,3.474884033E-1,1.587333679E-1
1.784681558E2,-7.185148001E-1,3.759708405E-1,1.747236252E-1
1.784731152E2,-7.350656986E-1,4.066781998E-1,1.857724190E-1
1.784780748E2,-7.702963352E-1,4.016170502E-1,1.871538162E-1
1.784830345E2,-7.813532352E-1,3.919415474E-1,2.074403763E-1
1.784879938E2,-8.064402342E-1,4.036884308E-1,2.107634544E-1
1.784929541E2,-8.525570631E-1,4.083118439E-1,1.950006485E-1
1.784979130E2,-8.601722717E-1,4.200329781E-1,2.077236176E-1
1.785028728E2,-8.866046667E-1,4.150805473E-1,2.226099968E-1
1.785078317E2,-9.125915766E-1,4.505815506E-1,2.087707520E-1
1.785128158E2,-9.241099358E-1,4.288187027E-1,2.400450706E-1
1.785177511E2,-9.468934536E-1,4.190888405E-1,2.637290955E-1
1.785227389E2,-9.481828213E-1,4.142603874E-1,2.705550194E-1
1.785276702E2,-9.845576286E-1,4.187936783E-1,2.841119766E-1
1.785326297E2,-1.006322026E0,4.043483734E-1,3.022346497E-1
1.785376124E2,-1.037291169E0,4.042758942E-1,3.129701614E-1
1.785426657E2,-1.049125552E0,3.946914673E-1,3.330111504E-1
1.785477255E2,-1.070144415E0,3.899602890E-1,3.670215607E-1
1.785527849E2,-1.057523131E0,3.732805252E-1,3.625345230E-1
1.785578437E2,-1.087559581E0,3.733997345E-1,3.674979210E-1
1.785629012E2,-1.124110699E0,3.781557083E-1,3.864331245E-1
1.785679608E2,-1.117303610E0,3.946771622E-1,3.907818794E-1
1.785730196E2,-1.119741201E0,3.824801445E-1,3.925213814E-1
1.785780769E2,-1.159791470E0,4.083719254E-1,4.059939384E-1
1.785831353E2,-1.189752340E0,4.173307419E-1,4.096655846E-1
1.785881944E2,-1.207263947E0,4.071211815E-1,4.321036339E-1
1.785932516E2,-1.219657183E0,4.302482605E-1,4.400229454E-1
1.785982878E2,-1.231464267E0,3.960723877E-1,4.334006310E-1
1.786033732E2,-1.226525187E0,4.120726585E-1,4.315400124E-1
1.786084302E2,-1.256787777E0,4.206967354E-1,4.532227516E-1
1.786134652E2,-1.262502432E0,3.816280365E-1,4.697461128E-1
1.786185238E2,-1.279786348E0,3.832859993E-1,5.027017593E-1
1.786235831E2,-1.277453184E0,4.014668465E-1,5.090970993E-1
1.786286412E2,-1.269976258E0,3.672366142E-1,5.034546852E-1
1.786337000E2,-1.319115520E0,3.711853027E-1,5.428004265E-1
1.786387583E2,-1.319859982E0,3.536930084E-1,5.627007484E-1
1.786438186E2,-1.315280914E0,3.434715271E-1,5.657258034E-1
1.786488760E2,-1.310179710E0,3.784193993E-1,5.852365494E-1
1.786539347E2,-1.349746466E0,3.702678680E-1,5.902004242E-1
1.786589941E2,-1.345720172E0,3.550562859E-1,6.116609573E-1
1.786640520E2,-1.348295450E0,3.660111427E-1,5.900673866E-1
1.786690172E2,-1.350016356E0,3.814105988E-1,5.707578659E-1
1.786739966E2,-1.358341694E0,3.966693878E-1,5.681538582E-1
1.786789361E2,-1.368281007E0,3.879280090E-1,5.796318054E-1
1.786838967E2,-1.365784645E0,4.030141830E-1,5.957169533E-1
1.786888552E2,-1.381792784E0,3.608589172E-1,5.830087662E-1
1.786938149E2,-1.389902592E0,3.783960342E-1,5.893259048E-1
1.786987755E2,-1.385464787E0,3.861784935E-1,6.073102951E-1
1.787038025E2,-1.385180354E0,3.677325249E-1,6.345453262E-1
1.787088607E2,-1.372304916E0,3.350729942E-1,6.495203972E-1
1.787139189E2,-1.365917921E0,3.096880913E-1,6.927022934E-1
1.787189780E2,-1.368237376E0,3.081412315E-1,7.163701057E-1
1.787240367E2,-1.355489016E0,2.518801689E-1,7.396817207E-1
1.787290951E2,-1.351600885E0,2.480993271E-1,7.364492416E-1
1.787341537E2,-1.349317074E0,2.418756485E-1,7.592201233E-1
1.787392125E2,-1.348775148E0,2.568950653E-1,7.816114426E-1
1.787442718E2,-1.364106894E0,2.597002983E-1,7.299885750E-1
1.787493304E2,-1.340611696E0,2.789244652E-1,7.284607887E-1
1.787543894E2,-1.364150643E0,2.882676125E-1,6.887326241E-1
1.787594463E2,-1.384414315E0,3.234019279E-1,6.633329391E-1
1.787645065E2,-1.373023272E0,3.390321732E-1,6.331791878E-1
1.787695659E2,-1.382552028E0,3.447875977E-1,6.196579933E-1
1.787746228E2,-1.348661423E0,3.668680191E-1,6.083827019E-1
1.787796830E2,-1.364338994E0,3.552045822E-1,5.921535492E-1
1.787847419E2,-1.334151983E0,3.529353142E-1,5.995965004E-1
1.787897989E2,-1.341578126E0,3.647060394E-1,6.209983826E-1
1.787948575E2,-1.329385757E0,3.285994530E-1,6.253213882E-1
1.787999162E2,-1.312001705E0,3.044576645E-1,6.626410484E-1
1.788049754E2,-1.315454960E0,3.063831329E-1,6.756553650E-1
1.788100119E2,-1.292161345E0,2.795162201E-1,6.811590195E-1
1.788150704E2,-1.270874739E0,2.597255707E-1,6.887273788E-1
1.788201291E2,-1.282323360E0,2.470149994E-1,6.770172119E-1
1.788251858E2,-1.266900301E0,2.365503311E-1,6.912755966E-1
1.788302032E2,-1.243829489E0,2.615008354E-1,6.576433182E-1
1.788351620E2,-1.244039893E0,2.670183182E-1,6.525325775E-1
1.788401225E2,-1.234224081E0,2.698779106E-1,6.234793663E-1
1.788450830E2,-1.228580713E0,3.103408813E-1,5.966835022E-1
1.788500406E2,-1.208125830E0,3.194007874E-1,5.959997177E-1
1.788550010E2,-1.222811699E0,3.139357567E-1,5.760922432E-1
1.788599597E2,-1.203563333E0,3.129906654E-1,5.631852150E-1
1.788649191E2,-1.179110885E0,3.261179924E-1,5.549149513E-1
1.788698787E2,-1.159075022E0,3.032469749E-1,5.701599121E-1
1.788748386E2,-1.145677567E0,2.637038231E-1,5.778737068E-1
1.788797989E2,-1.148496389E0,2.432727814E-1,5.757822990E-1
1.788847577E2,-1.115090013E0,2.702913284E-1,5.758333206E-1
1.788897171E2,-1.102776289E0,2.303781509E-1,5.874824524E-1
1.788946770E2,-1.082834601E0,2.356615067E-1,5.821199417E-1
1.788996347E2,-1.069665790E0,2.383270264E-1,5.670557022E-1
1.789045626E2,-1.022884369E0,2.360363007E-1,5.613756180E-1
1.789095560E2,-1.037533760E0,2.501506805E-1,5.245718956E-1
1.789145133E2,-1.006610394E0,2.758312225E-1,5.020895004E-1
1.789194743E2,-9.706737995E-1,2.702336311E-1,4.913969040E-1
1.789244344E2,-9.701781869E-1,2.550086975E-1,4.686770439E-1
1.789293932E2,-9.263916612E-1,2.635149956E-1,4.530425072E-1
1.789343537E2,-9.489682913E-1,2.883000374E-1,4.300818443E-1
1.789393122E2,-9.068099856E-1,2.415437698E-1,4.356045723E-1
1.789442725E2,-9.048012495E-1,2.353610992E-1,4.123172760E-1
1.789492327E2,-9.024664164E-1,2.432923317E-1,4.174590111E-1
1.789541917E2,-8.618102074E-1,2.438826561E-1,4.057049751E-1
1.789591750E2,-8.376679420E-1,2.585654259E-1,3.795590401E-1
1.789641087E2,-8.300386667E-1,2.350482941E-1,3.748178482E-1
1.789690684E2,-7.910494804E-1,2.115588188E-1,3.603296280E-1
1.789740277E2,-7.709842920E-1,2.332711220E-1,3.433771133E-1
1.789789887E2,-7.601345778E-1,2.285556793E-1,3.381876945E-1
1.789839490E2,-7.274717093E-1,2.237234116E-1,3.232550621E-1
1.789889085E2,-6.970207691E-1,2.212047577E-1,3.177132607E-1
1.789938670E2,-6.806797981E-1,2.257061005E-1,3.024744987E-1
1.789988268E2,-6.592489481E-1,2.324495316E-1,2.515106201E-1
1.790037876E2,-6.186691523E-1,2.651419640E-1,2.387242317E-1
1.790087455E2,-6.398185492E-1,2.357125282E-1,1.901836395E-1
1.790137060E2,-5.915229321E-1,2.586836815E-1,1.798071861E-1
1.790186663E2,-6.002835035E-1,2.646727562E-1,1.787157059E-1
1.790236226E2,-5.563091040E-1,2.420387268E-1,1.702651978E-1
1.790285838E2,-5.455312729E-1,2.265610695E-1,1.449575424E-1
1.790335437E2,-5.083909035E-1,2.301077843E-1,1.219868660E-1
1.790385037E2,-4.830424786E-1,2.405753136E-1,1.036262512E-1
1.790434634E2,-4.788724184E-1,1.986527443E-1,8.517217636E-2
1.790484230E2,-4.435554743E-1,2.305774689E-1,6.423616409E-2
1.790533821E2,-4.130482674E-1,2.051463127E-1,5.746603012E-2
1.790583413E2,-4.014906883E-1,2.248625755E-1,2.193164825E-2
1.790633005E2,-3.896726370E-1,2.039322853E-1,3.150367737E-2
1.790682610E2,-3.562846184E-1,1.901197433E-1,3.115272522E-2
1.790732191E2,-3.228361607E-1,1.762695312E-1,1.147603989E-2
1.790781409E2,-2.847809792E-1,1.553187370E-1,-8.273601532E-3
1.790831383E2,-2.819651365E-1,1.580057144E-1,-7.032871246E-3
1.790880999E2,-2.649836540E-1,1.676926613E-1,-4.162359238E-2
1.790930595E2,-2.431654930E-1,1.557707787E-1,-5.251741409E-2
1.790980174E2,-2.118675709E-1,1.746163368E-1,-1.087846756E-1
1.791029778E2,-2.044302225E-1,1.646389961E-1,-1.577939987E-1
1.791079374E2,-1.613974571E-1,2.091603279E-1,-1.687331200E-1
1.791129210E2,-1.209291220E-1,1.936945915E-1,-1.918787956E-1
1.791178556E2,-1.117790937E-1,2.044110298E-1,-2.434878349E-1
1.791228440E2,-1.047642231E-1,1.814723015E-1,-2.714581490E-1
1.791277760E2,-6.241321564E-2,1.800527573E-1,-2.850694656E-1
1.791327343E2,-5.351781845E-2,1.570186615E-1,-2.871232033E-1
1.791377180E2,-3.511369228E-2,1.505522728E-1,-2.990579605E-1
1.791426813E2,-1.682186127E-2,1.297459602E-1,-3.135671616E-1
1.791476132E2,2.016949654E-2,8.527183533E-2,-3.210339546E-1
1.791525999E2,5.718851089E-2,1.192865372E-1,-3.265328407E-1
1.791575587E2,7.956886292E-2,8.166217804E-2,-3.227410316E-1
1.791624916E2,1.135561466E-1,5.374336243E-2,-3.049654961E-1
1.791674526E2,1.237542629E-1,5.195951462E-2,-3.233847618E-1
1.791724382E2,1.531188488E-1,1.201725006E-2,-3.586897850E-1
1.791773714E2,1.605491638E-1,1.508951187E-2,-3.748145103E-1
1.791823544E2,1.896698475E-1,3.216505051E-2,-3.936743736E-1
1.791873134E2,2.256133556E-1,2.528905869E-2,-4.292063713E-1
1.791922715E2,2.327458858E-1,4.919481277E-2,-4.671087265E-1
1.791972310E2,2.683398724E-1,3.953218460E-2,-5.144977570E-1
1.792021675E2,2.869436741E-1,3.707265854E-2,-5.212655067E-1
1.792071503E2,2.937824726E-1,3.679132462E-2,-5.403208733E-1
1.792121099E2,3.313078880E-1,-8.561134338E-3,-5.569300652E-1
1.792170472E2,3.422689438E-1,-2.266550064E-2,-5.473937988E-1
1.792220070E2,3.699944019E-1,-2.961397171E-2,-5.548915863E-1
1.792269657E2,3.856496811E-1,-3.417253494E-2,-5.483031273E-1
1.792319254E2,4.248328209E-1,-5.773639679E-2,-5.467071533E-1
1.792368851E2,4.469392300E-1,-8.344554901E-2,-5.594539642E-1
1.792418444E2,4.854924679E-1,-1.018009186E-1,-5.580024719E-1
1.792468040E2,5.047411919E-1,-1.366567612E-1,-5.543951988E-1
1.792517636E2,5.286264420E-1,-1.449799538E-1,-5.508670807E-1
1.792567234E2,5.427429676E-1,-1.698470116E-1,-5.688681602E-1
1.792616831E2,5.685212612E-1,-1.564216614E-1,-5.914907455E-1
1.792666420E2,5.583779812E-1,-1.454215050E-1,-6.116108894E-1
1.792716015E2,5.884943008E-1,-1.723933220E-1,-6.600270271E-1
1.792765612E2,6.015522480E-1,-1.467895508E-1,-6.628847122E-1
1.792815465E2,6.263182163E-1,-1.640720367E-1,-7.013964653E-1
1.792864802E2,6.313607693E-1,-1.548686028E-1,-7.060399055E-1
1.792914402E2,6.671569347E-1,-1.741714478E-1,-7.059507370E-1
1.792964000E2,6.549360752E-1,-1.718368530E-1,-7.580208778E-1
1.793013590E2,6.685128212E-1,-1.788048744E-1,-7.761487961E-1
1.793063196E2,6.698179245E-1,-1.713819504E-1,-7.845454216E-1
1.793112787E2,7.063128948E-1,-1.947255135E-1,-8.068952560E-1
1.793162381E2,7.255377769E-1,-2.344036102E-1,-7.909502983E-1
1.793211977E2,7.680366039E-1,-2.308897972E-1,-7.963538170E-1
1.793261564E2,7.647986412E-1,-2.581982613E-1,-7.850122452E-1
1.793311165E2,7.754728794E-1,-3.112616539E-1,-7.854442596E-1
1.793360769E2,7.929146290E-1,-3.305773735E-1,-7.881646156E-1
1.793410356E2,8.194177151E-1,-3.140215874E-1,-7.931046486E-1
1.793459965E2,8.215634823E-1,-3.141870499E-1,-8.026394844E-1
1.793509553E2,8.162217140E-1,-3.569407463E-1,-8.189969063E-1
1.793559138E2,8.365764618E-1,-3.565816879E-1,-8.493232727E-1
1.793608745E2,8.610861301E-1,-3.490986824E-1,-8.721680641E-1
1.793658332E2,8.612115383E-1,-3.416085243E-1,-9.112491608E-1
1.793707938E2,8.609988689E-1,-3.270106316E-1,-9.142656326E-1
1.793757527E2,8.841085434E-1,-3.434228897E-1,-9.527850151E-1
1.793807120E2,9.160594940E-1,-3.549723625E-1,-9.623804092E-1
1.793856719E2,8.903994560E-1,-3.782911301E-1,-9.599208832E-1
1.793906315E2,9.216272831E-1,-3.610491753E-1,-9.763989449E-1
1.793955905E2,9.141762257E-1,-3.938279152E-1,-9.712586403E-1
1.794005508E2,9.420607090E-1,-4.358544350E-1,-9.803428650E-1
1.794055096E2,9.313340187E-1,-4.490695000E-1,-9.607715607E-1
1.794104697E2,9.416618347E-1,-4.764347076E-1,-9.436249733E-1
1.794154508E2,9.469306469E-1,-5.084290504E-1,-9.362034798E-1
1.794203882E2,9.491512775E-1,-5.117115974E-1,-9.333968163E-1
1.794253655E2,9.748563766E-1,-5.578122139E-1,-9.188189507E-1
1.794303067E2,9.952120781E-1,-5.535750389E-1,-9.421005249E-1
1.794352665E2,9.937539101E-1,-5.708093643E-1,-9.533185959E-1
1.794402266E2,1.034717083E0,-5.570592880E-1,-9.691114426E-1
1.794451856E2,1.029923439E0,-5.671567917E-1,-9.609212875E-1
1.794501458E2,1.020143270E0,-5.581293106E-1,-9.882655144E-1
1.794551053E2,1.019624233E0,-5.775980949E-1,-9.700775146E-1
1.794600643E2,1.028264999E0,-5.873937607E-1,-9.685173035E-1
1.794650235E2,1.026901007E0,-5.994162560E-1,-9.785838127E-1
1.794699831E2,1.034781933E0,-5.946259499E-1,-9.741158485E-1
1.794749426E2,1.039801836E0,-6.158800125E-1,-9.693727493E-1
1.794799023E2,1.034881592E0,-6.487169266E-1,-9.786100388E-1
1.794848618E2,1.022484779E0,-6.288590431E-1,-9.422574043E-1
1.794898215E2,1.050229311E0,-6.518006325E-1,-9.486846924E-1
1.794947814E2,1.029912233E0,-6.648101807E-1,-9.308657646E-1
1.794997402E2,1.064000368E0,-6.893467903E-1,-8.913717270E-1
1.795047012E2,1.087959528E0,-7.063527107E-1,-9.016561508E-1
1.795096600E2,1.078157425E0,-6.992206573E-1,-8.876476288E-1
1.795146191E2,1.070459127E0,-6.989126205E-1,-8.826441765E-1
1.795195795E2,1.045836687E0,-6.888723373E-1,-8.843297958E-1
1.795245383E2,1.085211277E0,-7.070908546E-1,-8.783373833E-1
1.795294976E2,1.059711456E0,-6.915216446E-1,-8.716764450E-1
1.795344581E2,1.048298836E0,-6.923213005E-1,-8.549137115E-1
1.795394173E2,1.074569941E0,-6.999254227E-1,-8.780565262E-1
1.795443763E2,1.074096441E0,-7.165818214E-1,-8.694534302E-1
1.795493358E2,1.061354160E0,-7.065773010E-1,-8.578276634E-1
1.795542957E2,1.069747210E0,-7.247385979E-1,-8.337378502E-1
1.795592555E2,1.046787262E0,-7.161645889E-1,-8.304057121E-1
1.795642141E2,1.033062220E0,-7.262902260E-1,-8.501443863E-1
1.795691745E2,1.019087791E0,-6.931371689E-1,-8.499517441E-1
1.795741336E2,1.040390134E0,-7.002291679E-1,-8.276605606E-1
1.795790935E2,1.023137093E0,-7.305860519E-1,-8.166909218E-1
1.795840533E2,1.017500639E0,-7.198920250E-1,-8.169221878E-1
1.795890124E2,1.004370689E0,-7.373304367E-1,-8.234891891E-1
1.795939718E2,9.932866096E-1,-7.138934135E-1,-8.079390526E-1
1.795989315E2,9.890034199E-1,-7.115693092E-1,-8.083562851E-1
1.796038909E2,9.653279781E-1,-6.970744133E-1,-8.128905296E-1
